recall_id,organization,product_name,issue,category,updated_at,data_received_at
62526,Health Canada,,Product safety,Health product - Drugs,2021-06-08,2024-05-30 18:48:21.101899
62528,Health Canada,,Product safety,Health product - Natural health products,2021-06-08,2024-05-30 18:48:21.101899
66127,Transport Canada,Minivan recalled by HONDA,Visual System,Vehicles - Minivan,2021-06-08,2024-05-30 18:48:21.101899
62485,Health Canada,,,Consumer product - Toys and games,2021-06-08,2024-05-30 18:48:21.101899
66129,Transport Canada,Minivan recalled by HONDA,Structure,Vehicles - Minivan,2021-06-08,2024-05-30 18:48:21.101899
62484,Health Canada,,,Consumer product - Toys and games,2021-06-08,2024-05-30 18:48:21.101899
66128,Transport Canada,Minivan recalled by HONDA,Visual System,"Vehicles - Minivan, Vehicles - SUV",2021-06-08,2024-05-30 18:48:21.101899
62488,Health Canada,,,"Health product - Drugs, Health product - Natural health products, Health product - Medical device",2021-06-08,2024-05-30 18:48:21.101899
62487,Health Canada,,,Health product - Natural health products,2021-06-07,2024-05-30 18:48:21.101899
65540,Transport Canada,SUV recalled by TESLA,Seats And Restraints,Vehicles - SUV,2021-06-07,2024-05-30 18:48:21.101899
62480,Health Canada,,Chemical hazard,"Consumer product - Chemicals, Consumer product - Specialized products",2021-06-07,2024-05-30 18:48:21.101899
62533,Health Canada,,Product safety,Health product - Natural health products,2021-06-07,2024-05-30 18:48:21.101899
66312,Transport Canada,Heavy Trailer recalled by VERMEER,Lights And Instruments,Vehicles - Heavy Trailer,2021-06-07,2024-05-30 18:48:21.101899
62507,Health Canada,,Product safety,Health product - Natural health products - Homeopathic Medicine,2021-06-04,2024-05-30 18:48:21.101899
62532,Health Canada,,Product safety,Health product - Drugs,2021-06-04,2024-05-30 18:48:21.101899
67816,Transport Canada,RV Trailer recalled by KZ  RECREATIONAL VEHICLES,Accessories,Vehicles - RV Trailer,2021-06-03,2024-05-30 18:48:21.101899
62478,Health Canada,,,Consumer product - Sports and fitness,2021-06-03,2024-05-30 18:48:21.101899
62479,Health Canada,,Physical hazard,Consumer product - Toys and games,2021-06-03,2024-05-30 18:48:21.101899
62476,Health Canada,,Medical devices,Health product - Medical device,2021-06-03,2024-05-30 18:48:21.101899
62475,Health Canada,,Medical devices,Health product - Medical device,2021-06-03,2024-05-30 18:48:21.101899
62450,Health Canada,,Electrical hazard,Consumer product - Household items,2021-06-03,2024-05-30 18:48:21.101899
62469,Health Canada,CM BQ-4 Multi-flex BBQ Lighters,"Burn hazard, Fire hazard",Consumer product - Household items,2021-06-03,2024-05-30 18:48:21.101899
62470,Health Canada,,Medical devices,Health product - Medical device,2021-06-03,2024-05-30 18:48:21.101899
62691,Canadian Food Inspection Agency,,Sulphites,Food,2021-06-03,2024-05-30 18:48:21.101899
62471,Health Canada,,Medical devices,Health product - Medical device,2021-06-03,2024-05-30 18:48:21.101899
62472,Health Canada,,Medical devices,Health product - Medical device,2021-06-03,2024-05-30 18:48:21.101899
62473,Health Canada,,Medical devices,Health product - Medical device,2021-06-03,2024-05-30 18:48:21.101899
62474,Health Canada,,Medical devices,Health product - Medical device,2021-06-03,2024-05-30 18:48:21.101899
65539,Transport Canada,Heavy Trailer recalled by POLAR  TANK TRAILER,Suspension,Vehicles - Heavy Trailer,2021-06-01,2024-05-30 18:48:21.101899
65591,Transport Canada,A.T.V. recalled by BOMBARDIER RECREATIONAL PRODUCTS,Engine,Vehicles - A.T.V.,2021-06-01,2024-05-30 18:48:21.101899
65551,Transport Canada,SUV recalled by FORD,Seats And Restraints,Vehicles - SUV,2021-06-01,2024-05-30 18:48:21.101899
65583,Transport Canada,Truck - Med. & H.D. recalled by KME FIRE APPARATUS,Fuel Supply,Vehicles - Truck - Med. & H.D.,2021-06-01,2024-05-30 18:48:21.101899
62689,Canadian Food Inspection Agency,,Sulphites,Food,2021-06-01,2024-05-30 18:48:21.101899
65552,Transport Canada,Light Truck & Van recalled by FORD,Powertrain,Vehicles - Light Truck & Van,2021-06-01,2024-05-30 18:48:21.101899
65564,Transport Canada,Motorcycle recalled by KTM,Fuel Supply,Vehicles - Motorcycle,2021-06-01,2024-05-30 18:48:21.101899
65563,Transport Canada,Bus recalled by NEW FLYER,Fuel Supply,Vehicles - Bus,2021-06-01,2024-05-30 18:48:21.101899
65553,Transport Canada,RV Trailer recalled by FOREST RIVER,Brakes,Vehicles - RV Trailer,2021-06-01,2024-05-30 18:48:21.101899
65562,Transport Canada,Bus recalled by MOTOR COACH INDUSTRIES,Fuel Supply,Vehicles - Bus,2021-06-01,2024-05-30 18:48:21.101899
65599,Transport Canada,Motorhome recalled by FOREST RIVER,Steering,"Vehicles - Motorhome, Vehicles - RV Trailer",2021-06-01,2024-05-30 18:48:21.101899
65557,Transport Canada,Motorcycle recalled by DUCATI,Lights And Instruments,Vehicles - Motorcycle,2021-06-01,2024-05-30 18:48:21.101899
62451,Health Canada,,Flammability hazard,Consumer product - Clothing and accessories,2021-05-31,2024-05-30 18:48:21.101899
65565,Transport Canada,Car recalled by PORSCHE,Suspension,Vehicles - Car,2021-05-28,2024-05-30 18:48:21.101899
65546,Transport Canada,RV Trailer recalled by FOREST RIVER,Structure,Vehicles - RV Trailer,2021-05-28,2024-05-30 18:48:21.101899
65588,Transport Canada,Motorhome recalled by DAIMLER TRUCK NORTH AMERICA,Fuel Supply,"Vehicles - Motorhome, Vehicles - Truck - Med. & H.D.",2021-05-28,2024-05-30 18:48:21.101899
62503,Health Canada,,Product safety,Health product - Natural health products,2021-05-28,2024-05-30 18:48:21.101899
65547,Transport Canada,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Fuel Supply,Vehicles - School Bus,2021-05-28,2024-05-30 18:48:21.101899
62462,Health Canada,,Product safety,Health product - Drugs,2021-05-27,2024-05-30 18:48:21.101899
62482,Health Canada,,Product safety,Health product - Drugs - Radiopharmaceuticals,2021-05-27,2024-05-30 18:48:21.101899
62464,Health Canada,,Product safety,Health product - Drugs,2021-05-27,2024-05-30 18:48:21.101899
62460,Health Canada,,Product safety,Health product - Drugs,2021-05-27,2024-05-30 18:48:21.101899
62461,Health Canada,,Product safety,Health product - Drugs,2021-05-27,2024-05-30 18:48:21.101899
62463,Health Canada,,Product safety,Health product - Drugs,2021-05-27,2024-05-30 18:48:21.101899
62477,Health Canada,,Product safety,Health product - Drugs,2021-05-27,2024-05-30 18:48:21.101899
65686,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Electrical,Vehicles - Truck - Med. & H.D.,2021-05-26,2024-05-30 18:48:21.101899
62445,Health Canada,,Medical devices,Health product - Medical device,2021-05-26,2024-05-30 18:48:21.101899
62444,Health Canada,,Medical devices,Health product - Medical device,2021-05-26,2024-05-30 18:48:21.101899
62459,Health Canada,,Product safety,Health product - Drugs,2021-05-26,2024-05-30 18:48:21.101899
62458,Health Canada,,Product safety,Health product - Drugs,2021-05-26,2024-05-30 18:48:21.101899
62483,Health Canada,,Product safety,Health product - Drugs,2021-05-26,2024-05-30 18:48:21.101899
62443,Health Canada,,Medical devices,Health product - Medical device,2021-05-26,2024-05-30 18:48:21.101899
62442,Health Canada,,Medical devices,Health product - Medical device,2021-05-26,2024-05-30 18:48:21.101899
62441,Health Canada,,Medical devices,Health product - Medical device,2021-05-26,2024-05-30 18:48:21.101899
62440,Health Canada,,"COVID, Medical devices",Health product - Medical device,2021-05-26,2024-05-30 18:48:21.101899
62439,Health Canada,,Medical devices,Health product - Medical device,2021-05-26,2024-05-30 18:48:21.101899
62446,Health Canada,,Medical devices,Health product - Medical device,2021-05-26,2024-05-30 18:48:21.101899
62447,Health Canada,,Medical devices,Health product - Medical device,2021-05-26,2024-05-30 18:48:21.101899
65559,Transport Canada,Truck - Med. & H.D. recalled by NAVISTAR,Fuel Supply,Vehicles - Truck - Med. & H.D.,2021-05-26,2024-05-30 18:48:21.101899
65560,Transport Canada,School Bus recalled by NAVISTAR,Fuel Supply,Vehicles - School Bus,2021-05-26,2024-05-30 18:48:21.101899
62455,Health Canada,,Product safety,Health product - Drugs,2021-05-26,2024-05-30 18:48:21.101899
62690,Canadian Food Inspection Agency,,Extraneous Material,Food,2021-05-26,2024-05-30 18:48:21.101899
62688,Health Canada,,,Food - Other,2021-05-26,2024-05-30 18:48:21.101899
65574,Transport Canada,SUV recalled by MERCEDES-BENZ,Structure,Vehicles - SUV,2021-05-26,2024-05-30 18:48:21.101899
62456,Health Canada,,Product safety,Health product - Drugs,2021-05-26,2024-05-30 18:48:21.101899
62457,Health Canada,,Product safety,Health product - Drugs,2021-05-26,2024-05-30 18:48:21.101899
62417,Health Canada,,Burn hazard,Consumer product - Appliances,2021-05-26,2024-05-30 18:48:21.101899
62452,Health Canada,,Product safety,Health product - Drugs,2021-05-25,2024-05-30 18:48:21.101899
62453,Health Canada,,Product safety,Health product - Drugs,2021-05-25,2024-05-30 18:48:21.101899
62437,Health Canada,Jealous Devil Lump Charcoal and Jealous Devil Maxxx Extra Large Briquets,Labelling and packaging,Consumer product - Outdoor living,2021-05-25,2024-05-30 18:48:21.101899
62436,Health Canada,,Chemical hazard,Consumer product - Chemicals,2021-05-25,2024-05-30 18:48:21.101899
65907,Transport Canada,Tire recalled by BRIDGESTONE-FIRESTONE,Tires,Vehicles - Tire,2021-05-25,2024-05-30 18:48:21.101899
62454,Health Canada,,Product safety,Health product - Drugs,2021-05-25,2024-05-30 18:48:21.101899
62465,Health Canada,,Product safety,Health product - Drugs,2021-05-25,2024-05-30 18:48:21.101899
62466,Health Canada,,Product safety,Health product - Natural health products,2021-05-21,2024-05-30 18:48:21.101899
62438,Health Canada,"KSP Blaze Round Bio Ethanol Lantern, KSP Blaze Bio Ethanol Lantern and KSP Blaze Square Bio Ethanol Lantern",Labelling and packaging,Consumer product - Chemicals,2021-05-21,2024-05-30 18:48:21.101899
62467,Health Canada,,Product safety,Health product - Natural health products,2021-05-21,2024-05-30 18:48:21.101899
62449,Health Canada,,Product safety,Health product - Drugs,2021-05-21,2024-05-30 18:48:21.101899
66778,Transport Canada,Light Truck & Van recalled by MERCEDES-BENZ,Visual System,Vehicles - Light Truck & Van,2021-05-21,2024-05-30 18:48:21.101899
62435,Health Canada,,Medical devices,Health product - Medical device,2021-05-20,2024-05-30 18:48:21.101899
62422,Health Canada,,Medical devices,Health product - Medical device,2021-05-20,2024-05-30 18:48:21.101899
62423,Health Canada,,Medical devices,Health product - Medical device,2021-05-20,2024-05-30 18:48:21.101899
62418,Health Canada,,Fire hazard,Consumer product - Tools and accessories,2021-05-20,2024-05-30 18:48:21.101899
62687,Canadian Food Inspection Agency,,,Food,2021-05-20,2024-05-30 18:48:21.101899
62433,Health Canada,,Medical devices,Health product - Medical device,2021-05-20,2024-05-30 18:48:21.101899
62432,Health Canada,,Medical devices,Health product - Medical device,2021-05-20,2024-05-30 18:48:21.101899
62425,Health Canada,,Medical devices,Health product - Medical device,2021-05-20,2024-05-30 18:48:21.101899
62424,Health Canada,,Medical devices,Health product - Medical device,2021-05-20,2024-05-30 18:48:21.101899
62427,Health Canada,,Medical devices,Health product - Medical device,2021-05-20,2024-05-30 18:48:21.101899
62428,Health Canada,,"COVID, Medical devices",Health product - Medical device,2021-05-20,2024-05-30 18:48:21.101899
62431,Health Canada,,Medical devices,Health product - Medical device,2021-05-20,2024-05-30 18:48:21.101899
62430,Health Canada,,Medical devices,Health product - Medical device,2021-05-20,2024-05-30 18:48:21.101899
62429,Health Canada,,Medical devices,Health product - Medical device,2021-05-20,2024-05-30 18:48:21.101899
68774,Transport Canada,Light Trailer recalled by VERMEER,Brakes,Vehicles - Light Trailer,2021-05-20,2024-05-30 18:48:21.101899
66185,Transport Canada,Car recalled by VOLKSWAGEN,Label,Vehicles - Car,2021-05-19,2024-05-30 18:48:21.101899
62419,Health Canada,,Labelling and packaging,Consumer product - Cannabis,2021-05-19,2024-05-30 18:48:21.101899
62426,Health Canada,,Fire hazard,Consumer product - Household items,2021-05-19,2024-05-30 18:48:21.101899
62434,Health Canada,,Burn hazard,Consumer product - Household items,2021-05-19,2024-05-30 18:48:21.101899
66555,Transport Canada,Car recalled by NISSAN,Brakes,"Vehicles - Car, Vehicles - SUV",2021-05-18,2024-05-30 18:48:21.101899
62421,Health Canada,,"COVID, Medical devices",Health product - Medical device,2021-05-18,2024-05-30 18:48:21.101899
65596,Transport Canada,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Powertrain,Vehicles - SUV,2021-05-18,2024-05-30 18:48:21.101899
66326,Transport Canada,Car recalled by NISSAN,Airbag,"Vehicles - Car, Vehicles - Light Truck & Van, Vehicles - SUV",2021-05-18,2024-05-30 18:48:21.101899
62415,Health Canada,,,Consumer product - Household items,2021-05-17,2024-05-30 18:48:21.101899
65643,Transport Canada,Light Truck & Van recalled by MERCEDES-BENZ,Steering,Vehicles - Light Truck & Van,2021-05-17,2024-05-30 18:48:21.101899
62413,Health Canada,,,Consumer product - Outdoor living,2021-05-17,2024-05-30 18:48:21.101899
62686,Health Canada,,,Food,2021-05-15,2024-05-30 18:48:21.101899
62414,Health Canada,,Fall hazard,Consumer product - Household items,2021-05-14,2024-05-30 18:48:21.101899
66645,Transport Canada,Car recalled by JAGUAR,Label,Vehicles - Car,2021-05-14,2024-05-30 18:48:21.101899
62403,Health Canada,,Medical devices,Health product - Medical device,2021-05-13,2024-05-30 18:48:21.101899
62407,Health Canada,,Medical devices,Health product - Medical device,2021-05-13,2024-05-30 18:48:21.101899
62406,Health Canada,,Medical devices,Health product - Medical device,2021-05-13,2024-05-30 18:48:21.101899
62405,Health Canada,,Medical devices,Health product - Medical device,2021-05-13,2024-05-30 18:48:21.101899
62404,Health Canada,,Medical devices,Health product - Medical device,2021-05-13,2024-05-30 18:48:21.101899
62412,Health Canada,,Fire hazard,Consumer product - Tools and accessories,2021-05-13,2024-05-30 18:48:21.101899
62685,Canadian Food Inspection Agency,,,Food,2021-05-13,2024-05-30 18:48:21.101899
62408,Health Canada,,Medical devices,Health product - Medical device,2021-05-13,2024-05-30 18:48:21.101899
62684,Canadian Food Inspection Agency,,Listeria,Food,2021-05-12,2024-05-30 18:48:21.101899
62400,Health Canada,,,Consumer product - Toys and games,2021-05-12,2024-05-30 18:48:21.101899
66550,Transport Canada,Motorhome recalled by WINNEBAGO INDUSTRIES,Electrical,Vehicles - Motorhome,2021-05-12,2024-05-30 18:48:21.101899
66650,Transport Canada,Light Truck & Van recalled by MERCEDES-BENZ,Structure,Vehicles - Light Truck & Van,2021-05-12,2024-05-30 18:48:21.101899
62420,Health Canada,,COVID,Health product - Natural health products,2021-05-12,2024-05-30 18:48:21.101899
62410,Health Canada,,"Chemical hazard, Fire hazard",Consumer product - Household items,2021-05-12,2024-05-30 18:48:21.101899
65600,Transport Canada,Car recalled by MERCEDES-BENZ,Fuel Supply,Vehicles - Car,2021-05-12,2024-05-30 18:48:21.101899
65602,Transport Canada,Motorhome recalled by AIRSTREAM,Label,Vehicles - Motorhome,2021-05-11,2024-05-30 18:48:21.101899
62682,Canadian Food Inspection Agency,,Wheat,Food,2021-05-11,2024-05-30 18:48:21.101899
62402,Health Canada,,,Consumer product - Toys and games,2021-05-11,2024-05-30 18:48:21.101899
65641,Transport Canada,Heavy Trailer recalled by LORNE'S WELDING & FABRICATING INC.,Label,Vehicles - Heavy Trailer,2021-05-10,2024-05-30 18:48:21.101899
65642,Transport Canada,Heavy Trailer recalled by LORNE'S WELDING & FABRICATING INC.,Label,Vehicles - Heavy Trailer,2021-05-10,2024-05-30 18:48:21.101899
62401,Health Canada,,,Health product - Natural health products,2021-05-08,2024-05-30 18:48:21.101899
65621,Transport Canada,SUV recalled by VOLVO,Other,Vehicles - SUV,2021-05-07,2024-05-30 18:48:21.101899
65611,Transport Canada,Truck - Med. & H.D. recalled by MACK,Steering,Vehicles - Truck - Med. & H.D.,2021-05-07,2024-05-30 18:48:21.101899
65608,Transport Canada,Car recalled by BMW,Seats And Restraints,Vehicles - Car,2021-05-07,2024-05-30 18:48:21.101899
62678,Canadian Food Inspection Agency,,Listeria,Food,2021-05-07,2024-05-30 18:48:21.101899
62679,Canadian Food Inspection Agency,,,Food,2021-05-07,2024-05-30 18:48:21.101899
62680,Canadian Food Inspection Agency,,Tree nut,Food,2021-05-07,2024-05-30 18:48:21.101899
62681,Canadian Food Inspection Agency,,,Food,2021-05-07,2024-05-30 18:48:21.101899
62683,Canadian Food Inspection Agency,,,Food,2021-05-07,2024-05-30 18:48:21.101899
62677,Canadian Food Inspection Agency,,Extraneous Material,Food,2021-05-06,2024-05-30 18:48:21.101899
62411,Health Canada,,Product safety,Health product - Natural health products,2021-05-06,2024-05-30 18:48:21.101899
62409,Health Canada,,Product safety,Health product - Natural health products,2021-05-06,2024-05-30 18:48:21.101899
62387,Health Canada,,Medical devices,Health product - Medical device,2021-05-06,2024-05-30 18:48:21.101899
62388,Health Canada,,Medical devices,Health product - Medical device,2021-05-06,2024-05-30 18:48:21.101899
62389,Health Canada,,Medical devices,Health product - Medical device,2021-05-06,2024-05-30 18:48:21.101899
62390,Health Canada,,Medical devices,Health product - Medical device,2021-05-06,2024-05-30 18:48:21.101899
62391,Health Canada,,Medical devices,Health product - Medical device,2021-05-06,2024-05-30 18:48:21.101899
62392,Health Canada,,Medical devices,Health product - Medical device,2021-05-06,2024-05-30 18:48:21.101899
62394,Health Canada,,,Consumer product - Toys and games,2021-05-06,2024-05-30 18:48:21.101899
65865,Transport Canada,Truck - Med. & H.D. recalled by FORD,Engine,Vehicles - Truck - Med. & H.D.,2021-05-05,2024-05-30 18:48:21.101899
62395,Health Canada,,Fire hazard,Consumer product - Electronics,2021-05-05,2024-05-30 18:48:21.101899
65771,Transport Canada,SUV recalled by FORD,Suspension,Vehicles - SUV,2021-05-05,2024-05-30 18:48:21.101899
66314,Transport Canada,Truck - Med. & H.D. recalled by PACCAR,Lights And Instruments,Vehicles - Truck - Med. & H.D.,2021-05-05,2024-05-30 18:48:21.101899
65776,Transport Canada,Car recalled by FORD,Airbag,"Vehicles - Car, Vehicles - Light Truck & Van",2021-05-05,2024-05-30 18:48:21.101899
62385,Health Canada,,Fall hazard,Consumer product - Household items,2021-05-05,2024-05-30 18:48:21.101899
65609,Transport Canada,Heavy Trailer recalled by TREMCAR,Suspension,Vehicles - Heavy Trailer,2021-05-04,2024-05-30 18:48:21.101899
66584,Transport Canada,Chassis Cab recalled by FORD,Powertrain,"Vehicles - Chassis Cab, Vehicles - Light Truck & Van",2021-05-04,2024-05-30 18:48:21.101899
65677,Transport Canada,Light Truck & Van recalled by GENERAL MOTORS,Steering,Vehicles - Light Truck & Van,2021-05-03,2024-05-30 18:48:21.101899
65974,Transport Canada,Car recalled by TOYOTA,Fuel Supply,"Vehicles - Car, Vehicles - Light Truck & Van, Vehicles - Minivan, Vehicles - SUV",2021-05-03,2024-05-30 18:48:21.101899
66199,Transport Canada,Tire recalled by AMERICAN PACIFIC INDUSTRIES,Tires,Vehicles - Tire,2021-05-03,2024-05-30 18:48:21.101899
66926,Transport Canada,Light Truck & Van recalled by MERCEDES-BENZ,Steering,Vehicles - Light Truck & Van,2021-05-03,2024-05-30 18:48:21.101899
65881,Transport Canada,A.T.V. recalled by POLARIS,Fuel Supply,Vehicles - A.T.V.,2021-04-30,2024-05-30 18:48:21.101899
65668,Transport Canada,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Airbag,Vehicles - SUV,2021-04-30,2024-05-30 18:48:21.101899
66701,Transport Canada,Light Truck & Van recalled by MERCEDES-BENZ,Lights And Instruments,Vehicles - Light Truck & Van,2021-04-30,2024-05-30 18:48:21.101899
66779,Transport Canada,Bus recalled by NOVA BUS,Seats And Restraints,Vehicles - Bus,2021-04-30,2024-05-30 18:48:21.101899
62384,Health Canada,,Product safety,Health product - Drugs,2021-04-29,2024-05-30 18:48:21.101899
62378,Health Canada,,Medical devices,Health product - Medical device,2021-04-29,2024-05-30 18:48:21.101899
66709,Transport Canada,Motorcycle recalled by BMW,Brakes,Vehicles - Motorcycle,2021-04-29,2024-05-30 18:48:21.101899
62379,Health Canada,,Medical devices,Health product - Medical device,2021-04-29,2024-05-30 18:48:21.101899
65615,Transport Canada,RV Trailer recalled by FOREST RIVER,Electrical,Vehicles - RV Trailer,2021-04-29,2024-05-30 18:48:21.101899
66400,Transport Canada,Minibike/ Moped /Scooter recalled by BMW,Engine,Vehicles - Minibike/ Moped /Scooter,2021-04-29,2024-05-30 18:48:21.101899
62398,Health Canada,,COVID,Health product - Drugs,2021-04-29,2024-05-30 18:48:21.101899
62380,Health Canada,,Medical devices,Health product - Medical device,2021-04-29,2024-05-30 18:48:21.101899
62372,Health Canada,,Medical devices,Health product - Medical device,2021-04-29,2024-05-30 18:48:21.101899
62376,Health Canada,,Medical devices,Health product - Medical device,2021-04-29,2024-05-30 18:48:21.101899
62374,Health Canada,,Medical devices,Health product - Medical device,2021-04-29,2024-05-30 18:48:21.101899
62373,Health Canada,,Medical devices,Health product - Medical device,2021-04-29,2024-05-30 18:48:21.101899
62375,Health Canada,,Medical devices,Health product - Medical device,2021-04-29,2024-05-30 18:48:21.101899
62367,Health Canada,,Fire hazard,Consumer product - Household items,2021-04-28,2024-05-30 18:48:21.101899
62366,Health Canada,,,"Consumer product - Household items, Consumer product - Outdoor living",2021-04-28,2024-05-30 18:48:21.101899
65625,Transport Canada,Bus recalled by PROTERRA,Structure,Vehicles - Bus,2021-04-28,2024-05-30 18:48:21.101899
65622,Transport Canada,SUV recalled by BENTLEY,Suspension,Vehicles - SUV,2021-04-28,2024-05-30 18:48:21.101899
65620,Transport Canada,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Seats And Restraints,Vehicles - SUV,2021-04-28,2024-05-30 18:48:21.101899
62381,Health Canada,,"COVID, Product safety",Health product - Biologic or vaccine,2021-04-28,2024-05-30 18:48:21.101899
62676,Canadian Food Inspection Agency,,,Food,2021-04-27,2024-05-30 18:48:21.101899
62399,Health Canada,,Product safety,Health product - Natural health products,2021-04-26,2024-05-30 18:48:21.101899
62368,Health Canada,,"COVID, Product safety",Health product - Biologic or vaccine,2021-04-26,2024-05-30 18:48:21.101899
62370,Health Canada,,COVID,Health product - Biologic or vaccine,2021-04-26,2024-05-30 18:48:21.101899
66448,Transport Canada,Truck - Med. & H.D. recalled by ISUZU,Seats And Restraints,Vehicles - Truck - Med. & H.D.,2021-04-26,2024-05-30 18:48:21.101899
62349,Health Canada,,Labelling and packaging,Consumer product - Cannabis,2021-04-23,2024-05-30 18:48:21.101899
65737,Transport Canada,SUV recalled by VOLKSWAGEN,Tires,Vehicles - SUV,2021-04-23,2024-05-30 18:48:21.101899
66791,Transport Canada,Snowmobile recalled by BOMBARDIER RECREATIONAL PRODUCTS,Fuel Supply,Vehicles - Snowmobile,2021-04-23,2024-05-30 18:48:21.101899
65701,Transport Canada,SUV recalled by TOYOTA,Tires,Vehicles - SUV,2021-04-23,2024-05-30 18:48:21.101899
65715,Transport Canada,SUV recalled by HONDA,Tires,Vehicles - SUV,2021-04-23,2024-05-30 18:48:21.101899
65713,Transport Canada,Light Truck & Van recalled by FORD,Tires,"Vehicles - Light Truck & Van, Vehicles - SUV",2021-04-23,2024-05-30 18:48:21.101899
65628,Transport Canada,Motorhome recalled by TIFFIN,Structure,Vehicles - Motorhome,2021-04-23,2024-05-30 18:48:21.101899
65994,Transport Canada,Motor Tricycle recalled by BOMBARDIER RECREATIONAL PRODUCTS,Wheels,Vehicles - Motor Tricycle,2021-04-23,2024-05-30 18:48:21.101899
62672,Canadian Food Inspection Agency,,,Food,2021-04-22,2024-05-30 18:48:21.101899
62351,Health Canada,,Medical devices,Health product - Medical device,2021-04-22,2024-05-30 18:48:21.101899
62355,Health Canada,,Medical devices,Health product - Medical device,2021-04-22,2024-05-30 18:48:21.101899
62356,Health Canada,,Medical devices,Health product - Medical device,2021-04-22,2024-05-30 18:48:21.101899
62357,Health Canada,,Medical devices,Health product - Medical device,2021-04-22,2024-05-30 18:48:21.101899
62350,Health Canada,,Medical devices,Health product - Medical device,2021-04-22,2024-05-30 18:48:21.101899
62354,Health Canada,,Medical devices,Health product - Medical device,2021-04-22,2024-05-30 18:48:21.101899
62353,Health Canada,,Medical devices,Health product - Medical device,2021-04-22,2024-05-30 18:48:21.101899
62352,Health Canada,,"COVID, Medical devices",Health product - Medical device,2021-04-22,2024-05-30 18:48:21.101899
65644,Transport Canada,Motorcycle recalled by YAMAHA,Engine,Vehicles - Motorcycle,2021-04-21,2024-05-30 18:48:21.101899
62346,Health Canada,,Labelling and packaging,Consumer product - Cannabis,2021-04-21,2024-05-30 18:48:21.101899
65639,Transport Canada,RV Trailer recalled by KEYSTONE,Structure,Vehicles - RV Trailer,2021-04-21,2024-05-30 18:48:21.101899
65638,Transport Canada,Light Truck & Van recalled by MERCEDES-BENZ,Lights And Instruments,Vehicles - Light Truck & Van,2021-04-21,2024-05-30 18:48:21.101899
65636,Transport Canada,Truck - Med. & H.D. recalled by PACCAR,Powertrain,Vehicles - Truck - Med. & H.D.,2021-04-21,2024-05-30 18:48:21.101899
62674,Canadian Food Inspection Agency,,,Food - Other,2021-04-20,2024-05-30 18:48:21.101899
65659,Transport Canada,Light Truck & Van recalled by DYNAMIC SPECIALTY VEHICLES,Label,Vehicles - Light Truck & Van,2021-04-20,2024-05-30 18:48:21.101899
66765,Transport Canada,RV Trailer recalled by HEARTLAND,Electrical,Vehicles - RV Trailer,2021-04-20,2024-05-30 18:48:21.101899
68190,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Powertrain,Vehicles - Truck - Med. & H.D.,2021-04-20,2024-05-30 18:48:21.101899
62347,Health Canada,,Fire hazard,Consumer product - Household items,2021-04-20,2024-05-30 18:48:21.101899
62348,Health Canada,,Medical devices,Health product - Medical device,2021-04-20,2024-05-30 18:48:21.101899
69832,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Fuel Supply,Vehicles - Truck - Med. & H.D.,2021-04-20,2024-05-30 18:48:21.101899
65759,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Electrical,Vehicles - Truck - Med. & H.D.,2021-04-20,2024-05-30 18:48:21.101899
62344,Health Canada,,"Burn hazard, Fire hazard",Consumer product - Household items,2021-04-20,2024-05-30 18:48:21.101899
62358,Health Canada,,,Health product - Natural health products,2021-04-20,2024-05-30 18:48:21.101899
62365,Health Canada,,Product safety,Health product - Natural health products,2021-04-19,2024-05-30 18:48:21.101899
65879,Transport Canada,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Brakes,Vehicles - Truck - Med. & H.D.,2021-04-19,2024-05-30 18:48:21.101899
62364,Health Canada,,Product safety,Health product - Natural health products,2021-04-19,2024-05-30 18:48:21.101899
62343,Health Canada,Clipper Multi-purpose Shiny Colour and Classic Colours Lighters,"Burn hazard, Fire hazard",Consumer product - Household items,2021-04-19,2024-05-30 18:48:21.101899
66283,Transport Canada,Equipment recalled by ALTEC INDUSTRIES,Other,Vehicles - Equipment,2021-04-19,2024-05-30 18:48:21.101899
62383,Health Canada,,COVID,Health product - Natural health products,2021-04-19,2024-05-30 18:48:21.101899
62363,Health Canada,,Product safety,Health product - Natural health products,2021-04-19,2024-05-30 18:48:21.101899
62371,Health Canada,,Product safety,Health product - Drugs,2021-04-19,2024-05-30 18:48:21.101899
62669,Canadian Food Inspection Agency,,,Food,2021-04-18,2024-05-30 18:48:21.101899
62675,Canadian Food Inspection Agency,,,Food,2021-04-18,2024-05-30 18:48:21.101899
62667,Canadian Food Inspection Agency,,,Food,2021-04-18,2024-05-30 18:48:21.101899
62382,Health Canada,,COVID,Health product - Natural health products,2021-04-16,2024-05-30 18:48:21.101899
