recall_id,organization,product_name,issue,category,updated_at,data_received_at,issue_category
61363,Health Canada,,Product safety,Drugs,2020-06-09,2024-05-30 18:48:21.101899,Health product
61362,Health Canada,,COVID,Natural health products,2020-06-08,2024-05-30 18:48:21.101899,Health product
61909,Health Canada,,"Product safety, COVID",Natural health products,2020-06-08,2024-05-30 18:48:21.101899,Health product
61365,Health Canada,,COVID,Natural health products,2020-06-08,2024-05-30 18:48:21.101899,Health product
61361,Health Canada,,Product safety,Drugs,2020-06-05,2024-05-30 18:48:21.101899,Health product
61330,Health Canada,,Medical devices,Medical device,2020-06-05,2024-05-30 18:48:21.101899,Health product
61328,Health Canada,,"COVID, Medical devices",Medical device,2020-06-05,2024-05-30 18:48:21.101899,Health product
61331,Health Canada,,"COVID, Medical devices",Medical device,2020-06-05,2024-05-30 18:48:21.101899,Health product
61323,Health Canada,,Medical devices,Medical device,2020-06-05,2024-05-30 18:48:21.101899,Health product
61329,Health Canada,,Medical devices,Medical device,2020-06-05,2024-05-30 18:48:21.101899,Health product
61327,Health Canada,,Medical devices,Medical device,2020-06-05,2024-05-30 18:48:21.101899,Health product
61332,Health Canada,,,Chemicals,2020-06-05,2024-05-30 18:48:21.101899,Consumer product
61319,Health Canada,,Medical devices,Medical device,2020-06-05,2024-05-30 18:48:21.101899,Health product
66221,Transport Canada,Motorhome recalled by JAYCO,Label,Motorhome,2020-06-05,2024-05-30 18:48:21.101899,Vehicles
61359,Health Canada,,COVID,Natural health products,2020-06-05,2024-05-30 18:48:21.101899,Health product
61317,Health Canada,,Medical devices,Medical device,2020-06-05,2024-05-30 18:48:21.101899,Health product
61318,Health Canada,,Medical devices,Medical device,2020-06-05,2024-05-30 18:48:21.101899,Health product
61316,Health Canada,,Medical devices,Medical device,2020-06-05,2024-05-30 18:48:21.101899,Health product
61326,Health Canada,,,Medical device,2020-06-05,2024-05-30 18:48:21.101899,Health product
61320,Health Canada,,"COVID, Medical devices",Medical device,2020-06-05,2024-05-30 18:48:21.101899,Health product
61314,Health Canada,,,Tools and accessories,2020-06-05,2024-05-30 18:48:21.101899,Consumer product
61321,Health Canada,,Medical devices,Medical device,2020-06-05,2024-05-30 18:48:21.101899,Health product
61322,Health Canada,,Medical devices,Medical device,2020-06-05,2024-05-30 18:48:21.101899,Health product
61324,Health Canada,,Medical devices,Medical device,2020-06-05,2024-05-30 18:48:21.101899,Health product
61325,Health Canada,,Medical devices,Medical device,2020-06-05,2024-05-30 18:48:21.101899,Health product
66299,Transport Canada,Bus recalled by NAVISTAR,Fuel Supply,"Bus, Vehicles - Truck - Med. & H.D.",2020-06-04,2024-05-30 18:48:21.101899,Vehicles
66334,Transport Canada,Bus recalled by REV RECREATION GROUP,Seats And Restraints,Bus,2020-06-04,2024-05-30 18:48:21.101899,Vehicles
66624,Transport Canada,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Seats And Restraints,School Bus,2020-06-04,2024-05-30 18:48:21.101899,Vehicles
61343,Health Canada,,"Product safety, COVID",Natural health products,2020-06-04,2024-05-30 18:48:21.101899,Health product
61341,Health Canada,,"Product safety, COVID",Natural health products,2020-06-04,2024-05-30 18:48:21.101899,Health product
61342,Health Canada,,"Product safety, COVID",Natural health products,2020-06-04,2024-05-30 18:48:21.101899,Health product
66226,Transport Canada,SUV recalled by BENTLEY,Fuel Supply,SUV,2020-06-03,2024-05-30 18:48:21.101899,Vehicles
61360,Health Canada,,COVID,Natural health products,2020-06-03,2024-05-30 18:48:21.101899,Health product
61339,Health Canada,,"Product safety, COVID",Natural health products,2020-06-02,2024-05-30 18:48:21.101899,Health product
61340,Health Canada,,Product safety,Drugs,2020-06-02,2024-05-30 18:48:21.101899,Health product
66236,Transport Canada,Light Truck & Van recalled by FORD,Seats And Restraints,Light Truck & Van,2020-06-02,2024-05-30 18:48:21.101899,Vehicles
61315,Health Canada,,Medical devices,Medical device,2020-06-02,2024-05-30 18:48:21.101899,Health product
61313,Health Canada,,COVID,Drugs,2020-06-01,2024-05-30 18:48:21.101899,Health product
61338,Health Canada,,"Product safety, COVID",Natural health products,2020-06-01,2024-05-30 18:48:21.101899,Health product
61337,Health Canada,,"Product safety, COVID",Natural health products,2020-06-01,2024-05-30 18:48:21.101899,Health product
61336,Health Canada,,Product safety,Drugs,2020-06-01,2024-05-30 18:48:21.101899,Health product
61308,Health Canada,,"COVID, Medical devices",Medical device,2020-05-29,2024-05-30 18:48:21.101899,Health product
61299,Health Canada,,Medical devices,Medical device,2020-05-29,2024-05-30 18:48:21.101899,Health product
61300,Health Canada,,Medical devices,Medical device,2020-05-29,2024-05-30 18:48:21.101899,Health product
61301,Health Canada,,Medical devices,Medical device,2020-05-29,2024-05-30 18:48:21.101899,Health product
61310,Health Canada,,Medical devices,Medical device,2020-05-29,2024-05-30 18:48:21.101899,Health product
61309,Health Canada,,Medical devices,Medical device,2020-05-29,2024-05-30 18:48:21.101899,Health product
61306,Health Canada,,Medical devices,Medical device,2020-05-29,2024-05-30 18:48:21.101899,Health product
61307,Health Canada,,Medical devices,Medical device,2020-05-29,2024-05-30 18:48:21.101899,Health product
61305,Health Canada,,Medical devices,Medical device,2020-05-29,2024-05-30 18:48:21.101899,Health product
61304,Health Canada,,Medical devices,Medical device,2020-05-29,2024-05-30 18:48:21.101899,Health product
61302,Health Canada,,Medical devices,Medical device,2020-05-29,2024-05-30 18:48:21.101899,Health product
61298,Health Canada,,Medical devices,Medical device,2020-05-29,2024-05-30 18:48:21.101899,Health product
66290,Transport Canada,SUV recalled by MERCEDES-BENZ,Electrical,SUV,2020-05-27,2024-05-30 18:48:21.101899,Vehicles
61660,Canadian Food Inspection Agency,,Milk,,2020-05-27,2024-05-30 18:48:21.101899,Food
61303,Health Canada,,"COVID, Product safety",Natural health products,2020-05-27,2024-05-30 18:48:21.101899,Health product
61293,Health Canada,,,Chemicals,2020-05-27,2024-05-30 18:48:21.101899,Consumer product
61311,Health Canada,,COVID,Natural health products,2020-05-27,2024-05-30 18:48:21.101899,Health product
66239,Transport Canada,Motorhome recalled by FOREST RIVER,Powertrain,Motorhome,2020-05-26,2024-05-30 18:48:21.101899,Vehicles
66261,Transport Canada,Heavy Trailer recalled by GREAT DANE,Wheels,Heavy Trailer,2020-05-26,2024-05-30 18:48:21.101899,Vehicles
61659,Canadian Food Inspection Agency,,,,2020-05-26,2024-05-30 18:48:21.101899,Food
66251,Transport Canada,SUV recalled by MITSUBISHI,Seats And Restraints,SUV,2020-05-25,2024-05-30 18:48:21.101899,Vehicles
61294,Health Canada,,Chemical hazard,Chemicals,2020-05-25,2024-05-30 18:48:21.101899,Consumer product
61291,Health Canada,,Product safety,Drugs,2020-05-25,2024-05-30 18:48:21.101899,Health product
61297,Health Canada,,Product safety,Drugs,2020-05-25,2024-05-30 18:48:21.101899,Health product
61295,Health Canada,,Product safety,Drugs,2020-05-25,2024-05-30 18:48:21.101899,Health product
66248,Transport Canada,Truck - Med. & H.D. recalled by NAVISTAR,Brakes,Truck - Med. & H.D.,2020-05-25,2024-05-30 18:48:21.101899,Vehicles
61658,Health Canada,,,,2020-05-24,2024-05-30 18:48:21.101899,Food
61281,Health Canada,,Medical devices,Medical device,2020-05-23,2024-05-30 18:48:21.101899,Health product
61661,Canadian Food Inspection Agency,,,,2020-05-23,2024-05-30 18:48:21.101899,Food
66302,Transport Canada,RV Trailer recalled by KEYSTONE,Label,RV Trailer,2020-05-22,2024-05-30 18:48:21.101899,Vehicles
66438,Transport Canada,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Powertrain,Light Truck & Van,2020-05-22,2024-05-30 18:48:21.101899,Vehicles
66279,Transport Canada,Car recalled by BMW,Airbag,Car,2020-05-22,2024-05-30 18:48:21.101899,Vehicles
61280,Health Canada,,Medical devices,Medical device,2020-05-22,2024-05-30 18:48:21.101899,Health product
61285,Health Canada,,Medical devices,Medical device,2020-05-22,2024-05-30 18:48:21.101899,Health product
61312,Health Canada,,Product safety,Drugs,2020-05-22,2024-05-30 18:48:21.101899,Health product
61287,Health Canada,,Medical devices,Medical device,2020-05-22,2024-05-30 18:48:21.101899,Health product
61289,Health Canada,,Medical devices,Medical device,2020-05-22,2024-05-30 18:48:21.101899,Health product
61292,Health Canada,,,Clothing and accessories,2020-05-22,2024-05-30 18:48:21.101899,Consumer product
61286,Health Canada,,Medical devices,Medical device,2020-05-22,2024-05-30 18:48:21.101899,Health product
61288,Health Canada,,Medical devices,Medical device,2020-05-22,2024-05-30 18:48:21.101899,Health product
61284,Health Canada,,Medical devices,Medical device,2020-05-22,2024-05-30 18:48:21.101899,Health product
61283,Health Canada,,Medical devices,Medical device,2020-05-22,2024-05-30 18:48:21.101899,Health product
61279,Health Canada,,Medical devices,Medical device,2020-05-22,2024-05-30 18:48:21.101899,Health product
61282,Health Canada,,Medical devices,Medical device,2020-05-22,2024-05-30 18:48:21.101899,Health product
66330,Transport Canada,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Powertrain,SUV,2020-05-22,2024-05-30 18:48:21.101899,Vehicles
66254,Transport Canada,Bus recalled by LION BUS,Seats And Restraints,"Bus, Vehicles - School Bus",2020-05-21,2024-05-30 18:48:21.101899,Vehicles
66345,Transport Canada,Motorhome recalled by REV RECREATION GROUP,Brakes,Motorhome,2020-05-21,2024-05-30 18:48:21.101899,Vehicles
61246,Health Canada,,,Household items,2020-05-21,2024-05-30 18:48:21.101899,Consumer product
61277,Health Canada,,,Sports and fitness,2020-05-21,2024-05-30 18:48:21.101899,Consumer product
66258,Transport Canada,Car recalled by VOLKSWAGEN,Airbag,Car,2020-05-20,2024-05-30 18:48:21.101899,Vehicles
66351,Transport Canada,SUV recalled by TOYOTA,Powertrain,SUV,2020-05-20,2024-05-30 18:48:21.101899,Vehicles
66320,Transport Canada,Truck - Med. & H.D. recalled by ISUZU,Brakes,Truck - Med. & H.D.,2020-05-20,2024-05-30 18:48:21.101899,Vehicles
66263,Transport Canada,Car recalled by FORD,Powertrain,"Car, Vehicles - SUV",2020-05-20,2024-05-30 18:48:21.101899,Vehicles
61296,Health Canada,,Product safety,Drugs,2020-05-20,2024-05-30 18:48:21.101899,Health product
61248,Health Canada,,Product safety,Drugs,2020-05-19,2024-05-30 18:48:21.101899,Health product
61274,Health Canada,,,Chemicals,2020-05-19,2024-05-30 18:48:21.101899,Consumer product
61278,Health Canada,,Product safety,Drugs,2020-05-19,2024-05-30 18:48:21.101899,Health product
61276,Health Canada,,Product safety,Drugs,2020-05-16,2024-05-30 18:48:21.101899,Health product
61269,Health Canada,,Medical devices,Medical device,2020-05-15,2024-05-30 18:48:21.101899,Health product
61265,Health Canada,,Medical devices,Medical device,2020-05-15,2024-05-30 18:48:21.101899,Health product
61266,Health Canada,,Medical devices,Medical device,2020-05-15,2024-05-30 18:48:21.101899,Health product
61267,Health Canada,,Medical devices,Medical device,2020-05-15,2024-05-30 18:48:21.101899,Health product
61268,Health Canada,,Medical devices,Medical device,2020-05-15,2024-05-30 18:48:21.101899,Health product
61271,Health Canada,,Medical devices,Medical device,2020-05-15,2024-05-30 18:48:21.101899,Health product
61270,Health Canada,,Medical devices,Medical device,2020-05-15,2024-05-30 18:48:21.101899,Health product
61263,Health Canada,,Medical devices,Medical device,2020-05-15,2024-05-30 18:48:21.101899,Health product
61272,Health Canada,,Medical devices,Medical device,2020-05-15,2024-05-30 18:48:21.101899,Health product
61273,Health Canada,,Medical devices,Medical device,2020-05-15,2024-05-30 18:48:21.101899,Health product
67175,Transport Canada,SUV recalled by PORSCHE,Accessories,SUV,2020-05-15,2024-05-30 18:48:21.101899,Vehicles
61264,Health Canada,,Medical devices,Medical device,2020-05-15,2024-05-30 18:48:21.101899,Health product
61258,Health Canada,,Medical devices,Medical device,2020-05-15,2024-05-30 18:48:21.101899,Health product
61261,Health Canada,,Medical devices,Medical device,2020-05-15,2024-05-30 18:48:21.101899,Health product
61259,Health Canada,,Medical devices,Medical device,2020-05-15,2024-05-30 18:48:21.101899,Health product
61257,Health Canada,,Medical devices,Medical device,2020-05-15,2024-05-30 18:48:21.101899,Health product
61256,Health Canada,,Medical devices,Medical device,2020-05-15,2024-05-30 18:48:21.101899,Health product
61255,Health Canada,,Medical devices,Medical device,2020-05-15,2024-05-30 18:48:21.101899,Health product
61254,Health Canada,,Medical devices,Medical device,2020-05-15,2024-05-30 18:48:21.101899,Health product
61253,Health Canada,,Medical devices,Medical device,2020-05-15,2024-05-30 18:48:21.101899,Health product
61252,Health Canada,,Medical devices,Medical device,2020-05-15,2024-05-30 18:48:21.101899,Health product
61250,Health Canada,,Medical devices,Medical device,2020-05-15,2024-05-30 18:48:21.101899,Health product
61249,Health Canada,,Medical devices,Medical device,2020-05-15,2024-05-30 18:48:21.101899,Health product
61262,Health Canada,,"COVID, Medical devices",Medical device,2020-05-15,2024-05-30 18:48:21.101899,Health product
68967,Transport Canada,SUV recalled by PORSCHE,Brakes,SUV,2020-05-15,2024-05-30 18:48:21.101899,Vehicles
61251,Health Canada,,Medical devices,Medical device,2020-05-15,2024-05-30 18:48:21.101899,Health product
61243,Health Canada,,,Outdoor living,2020-05-14,2024-05-30 18:48:21.101899,Consumer product
61244,Health Canada,,Fire hazard,Tools and accessories,2020-05-14,2024-05-30 18:48:21.101899,Consumer product
61247,Health Canada,,,Sports and fitness,2020-05-14,2024-05-30 18:48:21.101899,Consumer product
61260,Health Canada,,Product safety,Drugs,2020-05-13,2024-05-30 18:48:21.101899,Health product
66325,Transport Canada,SUV recalled by SUBARU,Seats And Restraints,SUV,2020-05-12,2024-05-30 18:48:21.101899,Vehicles
69279,Transport Canada,Car recalled by HYUNDAI,Engine,Car,2020-05-12,2024-05-30 18:48:21.101899,Vehicles
61656,Canadian Food Inspection Agency,,Milk,,2020-05-12,2024-05-30 18:48:21.101899,Food
61290,Health Canada,,Product safety,Drugs - Radiopharmaceuticals,2020-05-11,2024-05-30 18:48:21.101899,Health product
61657,Canadian Food Inspection Agency,,,,2020-05-08,2024-05-30 18:48:21.101899,Food
61223,Health Canada,,Medical devices,Medical device,2020-05-08,2024-05-30 18:48:21.101899,Health product
61232,Health Canada,,"COVID, Medical devices",Medical device,2020-05-08,2024-05-30 18:48:21.101899,Health product
61233,Health Canada,,Medical devices,Medical device,2020-05-08,2024-05-30 18:48:21.101899,Health product
61227,Health Canada,,Medical devices,Medical device,2020-05-08,2024-05-30 18:48:21.101899,Health product
63399,Health Canada,,,Tools and accessories,2020-05-08,2024-05-30 18:48:21.101899,Consumer products
63402,Health Canada,,Medical devices,Medical devices,2020-05-08,2024-05-30 18:48:21.101899,Health products
63403,Health Canada,,Medical devices,Medical devices,2020-05-08,2024-05-30 18:48:21.101899,Health products
63405,Health Canada,,Medical devices,Medical devices,2020-05-08,2024-05-30 18:48:21.101899,Health products
63406,Health Canada,,Medical devices,Medical devices,2020-05-08,2024-05-30 18:48:21.101899,Health products
63407,Health Canada,,Medical devices,Medical devices,2020-05-08,2024-05-30 18:48:21.101899,Health products
63408,Health Canada,,Medical devices,Medical devices,2020-05-08,2024-05-30 18:48:21.101899,Health products
61226,Health Canada,,Medical devices,Medical device,2020-05-08,2024-05-30 18:48:21.101899,Health product
61224,Health Canada,,Medical devices,Medical device,2020-05-08,2024-05-30 18:48:21.101899,Health product
61228,Health Canada,,Medical devices,Medical device,2020-05-08,2024-05-30 18:48:21.101899,Health product
61238,Health Canada,,Medical devices,Medical device,2020-05-08,2024-05-30 18:48:21.101899,Health product
63411,Health Canada,,Medical devices,Medical device,2020-05-08,2024-05-30 18:48:21.101899,Health product
61654,Canadian Food Inspection Agency,,,,2020-05-08,2024-05-30 18:48:21.101899,Food
61655,Canadian Food Inspection Agency,,Sulphites,,2020-05-08,2024-05-30 18:48:21.101899,Food
61242,Health Canada,,Product safety,Drugs,2020-05-08,2024-05-30 18:48:21.101899,Health product
61229,Health Canada,,Medical devices,Medical device,2020-05-08,2024-05-30 18:48:21.101899,Health product
61240,Health Canada,,Medical devices,Medical device,2020-05-08,2024-05-30 18:48:21.101899,Health product
61239,Health Canada,,Medical devices,Medical device,2020-05-08,2024-05-30 18:48:21.101899,Health product
61241,Health Canada,,Product safety,Drugs,2020-05-08,2024-05-30 18:48:21.101899,Health product
61237,Health Canada,,Medical devices,Medical device,2020-05-08,2024-05-30 18:48:21.101899,Health product
61236,Health Canada,,Medical devices,Medical device,2020-05-08,2024-05-30 18:48:21.101899,Health product
61234,Health Canada,,Medical devices,Medical device,2020-05-08,2024-05-30 18:48:21.101899,Health product
61235,Health Canada,,Medical devices,Medical device,2020-05-08,2024-05-30 18:48:21.101899,Health product
61231,Health Canada,,Medical devices,Medical device,2020-05-08,2024-05-30 18:48:21.101899,Health product
61230,Health Canada,,Medical devices,Medical device,2020-05-08,2024-05-30 18:48:21.101899,Health product
63404,Health Canada,,Medical devices,Medical devices,2020-05-08,2024-05-30 18:48:21.101899,Health products
63398,Health Canada,,Burn hazard,Household items,2020-05-07,2024-05-30 18:48:21.101899,Consumer products
63396,Health Canada,,Flammability hazard,Clothing and accessories,2020-05-07,2024-05-30 18:48:21.101899,Consumer products
63410,Health Canada,,Chemical hazard,Toys and games,2020-05-07,2024-05-30 18:48:21.101899,Consumer products
63409,Health Canada,,COVID,Medical devices,2020-05-07,2024-05-30 18:48:21.101899,Health products
66270,Transport Canada,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Label,School Bus,2020-05-07,2024-05-30 18:48:21.101899,Vehicles
66702,Transport Canada,Light Truck & Van recalled by MITSUBISHI FUSO,Engine,Light Truck & Van,2020-05-07,2024-05-30 18:48:21.101899,Vehicles
63397,Health Canada,,"COVID, Medical devices",Medical devices,2020-05-06,2024-05-30 18:48:21.101899,Health products
67615,Transport Canada,Car recalled by MERCEDES-BENZ,Engine,Car,2020-05-06,2024-05-30 18:48:21.101899,Vehicles
63401,Health Canada,,Product safety,Drugs,2020-05-06,2024-05-30 18:48:21.101899,Health products
67594,Transport Canada,Light Truck & Van recalled by MERCEDES-BENZ,Structure,Light Truck & Van,2020-05-06,2024-05-30 18:48:21.101899,Vehicles
68017,Transport Canada,SUV recalled by MERCEDES-BENZ,Steering,SUV,2020-05-06,2024-05-30 18:48:21.101899,Vehicles
66355,Transport Canada,Light Truck & Van recalled by MERCEDES-BENZ,Tires,Light Truck & Van,2020-05-06,2024-05-30 18:48:21.101899,Vehicles
67967,Transport Canada,Minivan recalled by MERCEDES-BENZ,Wheels,Minivan,2020-05-06,2024-05-30 18:48:21.101899,Vehicles
66879,Transport Canada,Car recalled by FORD,Powertrain,Car,2020-05-05,2024-05-30 18:48:21.101899,Vehicles
63504,Canadian Food Inspection Agency,,Mustard,,2020-05-05,2024-05-30 18:48:21.101899,Food
63395,Health Canada,,,Tools and accessories,2020-05-05,2024-05-30 18:48:21.101899,Consumer products
63400,Health Canada,,,"Chemicals, Health products - Drugs",2020-05-05,2024-05-30 18:48:21.101899,Consumer products
66275,Transport Canada,Motorcycle recalled by PIAGGIO GROUP,Brakes,Motorcycle,2020-05-05,2024-05-30 18:48:21.101899,Vehicles
63394,Health Canada,,,Tools and accessories,2020-05-05,2024-05-30 18:48:21.101899,Consumer products
66552,Transport Canada,Light Truck & Van recalled by FORD,Lights And Instruments,Light Truck & Van,2020-05-04,2024-05-30 18:48:21.101899,Vehicles
66499,Transport Canada,Light Truck & Van recalled by FORD,Seats And Restraints,Light Truck & Van,2020-05-04,2024-05-30 18:48:21.101899,Vehicles
67418,Transport Canada,Equipment recalled by MACPEK,Wheels,Equipment,2020-05-04,2024-05-30 18:48:21.101899,Vehicles
66532,Transport Canada,Light Truck & Van recalled by FORD,Lights And Instruments,Light Truck & Van,2020-05-04,2024-05-30 18:48:21.101899,Vehicles
66680,Transport Canada,Light Truck & Van recalled by FORD,Seats And Restraints,"Light Truck & Van, Vehicles - SUV",2020-05-04,2024-05-30 18:48:21.101899,Vehicles
66389,Transport Canada,Light Truck & Van recalled by FORD,Lights And Instruments,Light Truck & Van,2020-05-04,2024-05-30 18:48:21.101899,Vehicles
66273,Transport Canada,Motorhome recalled by TIFFIN,Brakes,Motorhome,2020-05-04,2024-05-30 18:48:21.101899,Vehicles
66695,Transport Canada,Car recalled by VITRO,Other,"Car, Vehicles - Light Truck & Van, Vehicles - Minivan, Vehicles - SUV, Vehicles - Truck - Med. & H.D.",2020-05-04,2024-05-30 18:48:21.101899,Vehicles
66516,Transport Canada,SUV recalled by FORD,Fuel Supply,SUV,2020-05-04,2024-05-30 18:48:21.101899,Vehicles
63385,Health Canada,,Medical devices,Medical devices,2020-05-01,2024-05-30 18:48:21.101899,Health products
63387,Health Canada,,Medical devices,Medical devices,2020-05-01,2024-05-30 18:48:21.101899,Health products
63386,Health Canada,,Medical devices,Medical devices,2020-05-01,2024-05-30 18:48:21.101899,Health products
63384,Health Canada,,Medical devices,Medical devices,2020-05-01,2024-05-30 18:48:21.101899,Health products
63381,Health Canada,,Medical devices,Medical devices,2020-05-01,2024-05-30 18:48:21.101899,Health products
63382,Health Canada,,Medical devices,Medical devices,2020-05-01,2024-05-30 18:48:21.101899,Health products
67048,Transport Canada,Bus recalled by MOTOR COACH INDUSTRIES,Structure,Bus,2020-05-01,2024-05-30 18:48:21.101899,Vehicles
63388,Health Canada,,Medical devices,Medical devices,2020-05-01,2024-05-30 18:48:21.101899,Health products
63368,Health Canada,,,"Outdoor living, Consumer products - Tools and accessories",2020-05-01,2024-05-30 18:48:21.101899,Consumer products
63389,Health Canada,,Medical devices,Medical devices,2020-05-01,2024-05-30 18:48:21.101899,Health products
63390,Health Canada,,Medical devices,Medical devices,2020-05-01,2024-05-30 18:48:21.101899,Health products
63393,Health Canada,,,Drugs,2020-05-01,2024-05-30 18:48:21.101899,Health products
63391,Health Canada,,COVID,Biologic or vaccine,2020-05-01,2024-05-30 18:48:21.101899,Health products
63383,Health Canada,,Medical devices,Medical devices,2020-05-01,2024-05-30 18:48:21.101899,Health products
63378,Health Canada,,Medical devices,Medical devices,2020-05-01,2024-05-30 18:48:21.101899,Health products
63372,Health Canada,,Medical devices,Medical devices,2020-05-01,2024-05-30 18:48:21.101899,Health products
66357,Transport Canada,Car recalled by VOLKSWAGEN,Electrical,Car,2020-05-01,2024-05-30 18:48:21.101899,Vehicles
61653,Canadian Food Inspection Agency,,,Other,2020-05-01,2024-05-30 18:48:21.101899,Food
63373,Health Canada,,Medical devices,Medical devices,2020-05-01,2024-05-30 18:48:21.101899,Health products
63380,Health Canada,,Medical devices,Medical devices,2020-05-01,2024-05-30 18:48:21.101899,Health products
63379,Health Canada,,Medical devices,Medical devices,2020-05-01,2024-05-30 18:48:21.101899,Health products
61225,Health Canada,,Product safety,Natural health products,2020-05-01,2024-05-30 18:48:21.101899,Health product
63377,Health Canada,,Medical devices,Medical devices,2020-05-01,2024-05-30 18:48:21.101899,Health products
63376,Health Canada,,Medical devices,Medical devices,2020-05-01,2024-05-30 18:48:21.101899,Health products
63375,Health Canada,,Medical devices,Medical devices,2020-05-01,2024-05-30 18:48:21.101899,Health products
63374,Health Canada,,Medical devices,Medical devices,2020-05-01,2024-05-30 18:48:21.101899,Health products
63501,Canadian Food Inspection Agency,,Salmonella,,2020-04-30,2024-05-30 18:48:21.101899,Food
66292,Transport Canada,SUV recalled by FORD,Seats And Restraints,SUV,2020-04-30,2024-05-30 18:48:21.101899,Vehicles
66502,Transport Canada,Car recalled by VOLKSWAGEN,Lights And Instruments,Car,2020-04-30,2024-05-30 18:48:21.101899,Vehicles
66426,Transport Canada,Light Truck & Van recalled by GENERAL MOTORS,Brakes,Light Truck & Van,2020-04-30,2024-05-30 18:48:21.101899,Vehicles
63503,Canadian Food Inspection Agency,,,,2020-04-30,2024-05-30 18:48:21.101899,Food
66287,Transport Canada,Heavy Trailer recalled by HYUNDAI TRANSLEAD,Brakes,Heavy Trailer,2020-04-30,2024-05-30 18:48:21.101899,Vehicles
63370,Health Canada,,Product safety,Drugs,2020-04-29,2024-05-30 18:48:21.101899,Health products
63502,Canadian Food Inspection Agency,,,,2020-04-29,2024-05-30 18:48:21.101899,Food
66282,Transport Canada,Car recalled by MCLAREN,Fuel Supply,Car,2020-04-29,2024-05-30 18:48:21.101899,Vehicles
63371,Health Canada,,Product safety,Drugs,2020-04-29,2024-05-30 18:48:21.101899,Health products
63365,Health Canada,,Medical devices,Medical devices,2020-04-29,2024-05-30 18:48:21.101899,Health products
63364,Health Canada,,Medical devices,Medical devices,2020-04-29,2024-05-30 18:48:21.101899,Health products
63367,Health Canada,,Product safety,Drugs,2020-04-29,2024-05-30 18:48:21.101899,Health products
63369,Health Canada,,Product safety,Drugs,2020-04-29,2024-05-30 18:48:21.101899,Health products
63392,Health Canada,,Product safety,Drugs,2020-04-29,2024-05-30 18:48:21.101899,Health products
63363,Health Canada,,Medical devices,Medical devices,2020-04-29,2024-05-30 18:48:21.101899,Health products
66494,Transport Canada,Minivan recalled by FIAT CHRYSLER AUTOMOBILES,Visual System,Minivan,2020-04-28,2024-05-30 18:48:21.101899,Vehicles
66317,Transport Canada,Car recalled by FIAT CHRYSLER AUTOMOBILES,Visual System,"Car, Vehicles - Light Truck & Van, Vehicles - SUV",2020-04-28,2024-05-30 18:48:21.101899,Vehicles
63500,Canadian Food Inspection Agency,,,,2020-04-27,2024-05-30 18:48:21.101899,Food
63359,Health Canada,,"Product safety, COVID",Drugs,2020-04-25,2024-05-30 18:48:21.101899,Health products
63351,Health Canada,,Medical devices,Medical devices,2020-04-24,2024-05-30 18:48:21.101899,Health products
63352,Health Canada,,Medical devices,Medical devices,2020-04-24,2024-05-30 18:48:21.101899,Health products
63353,Health Canada,,Medical devices,Medical devices,2020-04-24,2024-05-30 18:48:21.101899,Health products
63350,Health Canada,,Medical devices,Medical devices,2020-04-24,2024-05-30 18:48:21.101899,Health products
63342,Health Canada,,Medical devices,Medical devices,2020-04-24,2024-05-30 18:48:21.101899,Health products
63362,Health Canada,,Product safety,Drugs,2020-04-24,2024-05-30 18:48:21.101899,Health products
63349,Health Canada,,Medical devices,Medical devices,2020-04-24,2024-05-30 18:48:21.101899,Health products
63348,Health Canada,,Medical devices,Medical devices,2020-04-24,2024-05-30 18:48:21.101899,Health products
63347,Health Canada,,Medical devices,Medical devices,2020-04-24,2024-05-30 18:48:21.101899,Health products
63346,Health Canada,,Medical devices,Medical devices,2020-04-24,2024-05-30 18:48:21.101899,Health products
63345,Health Canada,,Medical devices,Medical devices,2020-04-24,2024-05-30 18:48:21.101899,Health products
63343,Health Canada,,Medical devices,Medical devices,2020-04-24,2024-05-30 18:48:21.101899,Health products
63344,Health Canada,,Medical devices,Medical devices,2020-04-24,2024-05-30 18:48:21.101899,Health products
63499,Canadian Food Inspection Agency,,Egg,,2020-04-24,2024-05-30 18:48:21.101899,Food
66810,Transport Canada,Car recalled by MERCEDES-BENZ,Powertrain,Car,2020-04-24,2024-05-30 18:48:21.101899,Vehicles
68870,Transport Canada,Car recalled by MERCEDES-BENZ,Powertrain,Car,2020-04-24,2024-05-30 18:48:21.101899,Vehicles
66829,Transport Canada,SUV recalled by FORD,Suspension,SUV,2020-04-23,2024-05-30 18:48:21.101899,Vehicles
63356,Health Canada,,Labelling and packaging,Cannabis,2020-04-23,2024-05-30 18:48:21.101899,Consumer products
63341,Health Canada,,,Household items,2020-04-23,2024-05-30 18:48:21.101899,Consumer products
63360,Health Canada,,Product safety,Drugs,2020-04-23,2024-05-30 18:48:21.101899,Health products
63354,Health Canada,,Fall hazard,Household items,2020-04-23,2024-05-30 18:48:21.101899,Consumer products
66335,Transport Canada,Car recalled by BMW,Powertrain,Car,2020-04-23,2024-05-30 18:48:21.101899,Vehicles
